body_length,observation_count,cap_degree,drift_schedule,schedule_beta,unique_permutations,sampled_permutations,seed_count,exhaustive_enumeration_used,exact_rational_arithmetic_used,executions,mean_output,std_dev,range,coefficient_of_variation,min_output,max_output,exact_min_output,exact_max_output,exact_range
30,9,5,linear_decay,1/20,211915132,320,5,False,True,320,60882643590335.72,7200008983566.264,41838056022620.336,0.118260452552,37707962546377.15,79546018568997.48,3016637003710172007/80000,6363681485519798847/80000,83676112045240671/2000
30,9,6,linear_decay,1/20,211915132,320,5,False,True,320,2.348243563279249e+16,2777043464961508.0,1.6136938207924664e+16,0.118260452552,1.4543961154137666e+16,3.0680899362062332e+16,11635168923310133430999/800000,24544719489649864152879/800000,322738764158493268047/20000
30,9,7,linear_decay,1/20,211915132,320,5,False,True,320,9.316656337310419e+18,1.1017919947234783e+18,6.40233023399411e+18,0.118260452552,5.77031658790412e+18,1.217264682189823e+19,18465013081293181754995413/3200000,38952469830074334410618973/3200000,512186418719528816390589/80000
30,9,8,linear_decay,1/20,211915132,320,5,False,True,320,3.799332454355189e+21,4.493107754482344e+20,2.6108702694227984e+21,0.118260452552,2.3531351045472998e+21,4.964005373970098e+21,37650161672756797598435647107/16000000,79424085983521567863252085947/16000000,1044348107769119256620410971/400000
30,10,1,linear_decay,1/20,847660528,320,5,False,True,320,4048.45,455.419506908441,2540.0,0.112492313579,2724.175,5264.175,108967/40,210567/40,2540
30,10,2,linear_decay,1/20,847660528,320,5,False,True,320,1503999.175,169188.34681648572,943610.0,0.112492313579,1012031.0125,1955641.0125,80962481/80,156451281/80,943610
30,10,3,linear_decay,1/20,847660528,320,5,False,True,320,576858883.57125,64892190.421463095,361921615.5,0.112492313579,388164494.844375,750086110.344375,621063191751/1600,1200137776551/1600,723843231/2
30,10,4,linear_decay,1/20,847660528,320,5,False,True,320,228205374340.7865,25671350530.7308,143176191091.8,0.112492313579,153557874160.43475,296734065252.23474,614231496641739/4000,1186936261008939/4000,715880955459/5
30,10,5,linear_decay,1/20,847660528,320,5,False,True,320,93027920850021.61,10464926043852.412,58365774298572.27,0.112492313579,62597867401501.23,120963641700073.5,5007829392120098067/80000,9677091336005879667/80000,5836577429857227/100
30,10,6,linear_decay,1/20,847660528,320,5,False,True,320,3.904381838075407e+16,4392129460604857.0,2.449611547311078e+16,0.112492313579,2.6272324948410064e+16,5.076844042152085e+16,21017859958728051587199/800000,40614752337216676962399/800000,24496115473110781719/1000
30,10,7,linear_decay,1/20,847660528,320,5,False,True,320,1.685716858589057e+19,1.896301894616147e+18,1.057619785551558e+19,0.112492313579,1.1343076296476045e+19,2.1919274151991624e+19,36297844148723345091092673/3200000,70141677286373201114063073/3200000,42304791422062320028713/4000
30,10,8,linear_decay,1/20,847660528,320,5,False,True,320,7.481211418418236e+21,8.415787808306461e+20,4.6937166082778144e+21,0.112492313579,5.034057260376069e+21,9.727773868653883e+21,80544916166017102757134641387/16000000,155644381898462133272105958987/16000000,93874332165556288143714147/20000
50,0,1,linear_decay,1/20,1,1,0,True,True,1,2974.675,0.0,0.0,0.0,2974.675,2974.675,118987/40,118987/40,0
50,0,2,linear_decay,1/20,1,1,0,True,True,1,334650.9375,0.0,0.0,0.0,334650.9375,334650.9375,5354415/16,5354415/16,0
50,0,3,linear_decay,1/20,1,1,0,True,True,1,38334264.890625,0.0,0.0,0.0,38334264.890625,38334264.890625,2453392953/64,2453392953/64,0
50,0,4,linear_decay,1/20,1,1,0,True,True,1,4469775286.246875,0.0,0.0,0.0,4469775286.246875,4469775286.246875,1430328091599/320,1430328091599/320,0
50,0,5,linear_decay,1/20,1,1,0,True,True,1,530338837713.1917,0.0,0.0,0.0,530338837713.1917,530338837713.1917,3394168561364427/6400,3394168561364427/6400,0
50,0,6,linear_decay,1/20,1,1,0,True,True,1,64011897711982.24,0.0,0.0,0.0,64011897711982.24,64011897711982.24,4096761453566863389/64000,4096761453566863389/64000,0
50,0,7,linear_decay,1/20,1,1,0,True,True,1,7857460444145820.0,0.0,0.0,0.0,7857460444145820.0,7857460444145820.0,2011509873701329923999/256000,2011509873701329923999/256000,0
50,0,8,linear_decay,1/20,1,1,0,True,True,1,9.806110634293984e+17,0.0,0.0,0.0,9.806110634293984e+17,9.806110634293984e+17,78448885074351867035961/80000,78448885074351867035961/80000,0
50,1,1,linear_decay,1/20,51,51,0,True,True,51,3791.341666666667,377.121819398807,1225.0,0.099469225555,2974.675,4199.675,118987/40,167987/40,1225
50,1,2,linear_decay,1/20,51,51,0,True,True,51,616093.0208333334,61282.295652306195,199062.5,0.099469225555,483384.6875,682447.1875,7734155/16,10919155/16,398125/2
50,1,3,linear_decay,1/20,51,51,0,True,True,51,101994199.59895833,10145284.04523929,32954796.875,0.099469225555,80024335.015625,112979131.890625,5121557441/64,7230664441/64,263638375/8
50,1,4,linear_decay,1/20,51,51,0,True,True,51,17196222052.384377,1710494890.0273452,5556178753.125,0.099469225555,13492102883.634375,19048281636.759377,4317472922763/320,6095450123763/320,44449430025/8
50,1,5,linear_decay,1/20,51,51,0,True,True,51,2951731515291.778,293606447873.19366,953718082973.9062,0.099469225555,2315919459975.8403,3269637542949.7466,14821884543845379/6400,20925680274878379/6400,30518978655165/32
50,1,6,linear_decay,1/20,51,51,0,True,True,51,515667495721473.6,51293046443446.94,166614549095541.44,0.099469225555,404591129657779.3,571205678753320.8,25893832298097877113/64000,36557163440212528113/64000,10663331142114651/64
50,1,7,linear_decay,1/20,51,51,0,True,True,51,9.165989736449194e+16,9117339005322692.0,2.961573610173249e+16,0.099469225555,7.191607329667027e+16,1.0153180939840277e+17,18410514763947590627343/256000,25992143205991107488343/256000,7581628442043516861/256
50,1,8,linear_decay,1/20,51,51,0,True,True,51,1.6572109443500143e+19,1.6484148921623427e+18,5.354525087193233e+18,0.099469225555,1.3002426052037986e+19,1.835695113923122e+19,2080388168326077740889759/160000,2937112182276995146182759/160000,856724013950917405293/160
50,2,1,linear_decay,1/20,1326,1326,0,True,True,1326,4608.008333333333,533.33079166061,2450.0,0.115739979853,2974.675,5424.675,118987/40,216987/40,2450
50,2,2,linear_decay,1/20,1326,1326,0,True,True,1326,979201.7708333334,113332.7932278797,520625.0,0.115739979853,632118.4375,1152743.4375,10113895/16,18443895/16,520625
50,2,3,linear_decay,1/20,1326,1326,0,True,True,1326,212046143.47395834,24542216.37349735,112741343.75,0.115739979853,136885247.640625,249626591.390625,8760655849/64,15976101849/64,450965375/4
50,2,4,linear_decay,1/20,1326,1326,0,True,True,1326,46777379250.35521,5414012931.993515,24870740431.25,0.115739979853,30196885629.521873,55067626060.77187,9663003401447/320,17621640339447/320,99482961725/4
50,2,5,linear_decay,1/20,1326,1326,0,True,True,1326,10508538248592.297,1216258005172.343,5587211837880.3125,0.115739979853,6783730356672.089,12370942194552.402,43415874282701371/6400,79174030045135371/6400,89395389406085/16
50,2,6,linear_decay,1/20,1326,1326,0,True,True,1326,2403302697453058.5,278158205782914.88,1277795347323227.5,0.115739979853,1551439132570906.8,2829234479894134.5,99292104484538035477/64000,181071006713224593477/64000,40889451114343279/32
50,2,7,linear_decay,1/20,1326,1326,0,True,True,1326,5.5936870283219936e+17,6.474132239597344e+16,2.974068670894812e+17,0.115739979853,3.610974581058785e+17,6.585043251953597e+17,92440949275104911029087/256000,168577107250012096527087/256000,38068078987453592749/128
50,2,8,linear_decay,1/20,1326,1326,0,True,True,1326,1.324585088306648e+20,1.533074514336651e+19,7.042594612678915e+19,0.115739979853,8.550787807947204e+19,1.559338242062612e+20,3420315123178881708076219/40000,6237352968250447571502219/40000,1408518922535782931713/20
50,3,1,linear_decay,1/20,23426,319,5,False,True,319,5459.292554858934,654.368814278051,3159.0,0.119863298715,3488.675,6647.675,139547/40,265907/40,3159
50,3,2,linear_decay,1/20,23426,319,5,False,True,319,1433064.2956504703,171771.8137479885,829237.5,0.119863298715,915777.1875,1745014.6875,14652435/16,27920235/16,1658475/2
50,3,3,linear_decay,1/20,23426,319,5,False,True,319,383416352.3012833,45957548.768274315,221862493.125,0.119863298715,245016186.515625,466878679.640625,15681035937/64,29880235497/64,1774899945/8
50,3,4,linear_decay,1/20,23426,319,5,False,True,319,104519297637.32983,12528027794.231579,60479715625.875,0.119863298715,66791412444.15938,127271128070.03438,21373251982131/320,40726760982411/320,483837725007/8
50,3,5,linear_decay,1/20,23426,319,5,False,True,319,29019782989004.63,3478406917068.398,16792193043524.193,0.119863298715,18544635665120.85,35336828708645.05,118685668256773443/6400,226155703735328283/6400,2686750886963871/160
50,3,6,linear_decay,1/20,23426,319,5,False,True,319,8203892650991608.0,983345635455236.1,4747152973404290.0,0.119863298715,5242568502529664.0,9989721475933954.0,335524384161898523361/64000,639342174459773056041/64000,7595444757446863317/1600
50,3,7,linear_decay,1/20,23426,319,5,False,True,319,2.3606701103228355e+18,2.829577066022442e+17,1.3659932680970844e+18,0.119863298715,1.508549086602911e+18,2.874542354699995e+18,386188566170345200388511/256000,735882842803198787503191/256000,8742356915821339677867/6400
50,3,8,linear_decay,1/20,23426,319,5,False,True,319,6.912042083025262e+20,8.28500164931371e+19,3.999628288988263e+20,0.119863298715,4.4170317255733235e+20,8.416660014561586e+20,70672507609173171671097513/160000,134666560232985378113083953/160000,1599851315595305161049661/4000
50,4,1,linear_decay,1/20,316251,319,5,False,True,319,6168.189106583072,786.775026554886,3779.0,0.127553648722,3954.675,7733.675,158187/40,309347/40,3779
50,4,2,linear_decay,1/20,316251,319,5,False,True,319,1927559.09580721,245867.19579840184,1180937.5,0.127553648722,1235835.9375,2416773.4375,19773375/16,38668375/16,2361875/2
50,4,3,linear_decay,1/20,316251,319,5,False,True,319,614023949.9693867,78320995.22158091,376187640.625,0.127553648722,393675537.890625,769863178.515625,25195234425/64,49271243425/64,3009501125/8
50,4,4,linear_decay,1/20,316251,319,5,False,True,319,199312174160.06293,25422995048.925163,122110508146.875,0.127553648722,127787079599.29688,249897587746.17188,8178373094355/64,15993445615755/64,976884065175/8
50,4,5,linear_decay,1/20,316251,319,5,False,True,319,65902570386024.81,8406113312927.105,40375839518764.22,0.127553648722,42252797869507.516,82628637388271.73,10816716254593923/256,21152931171397563/256,1292026864600455/32
50,4,6,linear_decay,1/20,316251,319,5,False,True,319,2.218939544897455e+16,2830338352462556.0,1.3594545165967912e+16,0.127553648722,1.422651704266318e+16,2.7821062208631092e+16,36419883629217738741/2560,71221919254095594621/2560,870050890621946397/64
50,4,7,linear_decay,1/20,316251,319,5,False,True,319,7.605415290136028e+18,9.700984703065412e+17,4.659530355635502e+18,0.127553648722,4.876138716372805e+18,9.535669072008307e+18,49931660455657519813911/10240,97645251297365060225391/10240,1192839771042688510287/256
50,4,8,linear_decay,1/20,316251,319,5,False,True,319,2.6527688531994466e+21,3.3837034644292154e+20,1.625244188045663e+21,0.127553648722,1.7007971842708343e+21,3.3260413723164976e+21,5442550989666669659716299/3200,10643332391412791564567619/3200,130019535043653047621283/80
50,5,1,linear_decay,1/20,3478761,320,5,False,True,320,6944.90625,836.902186184151,4556.0,0.120505901168,4341.675,8897.675,173667/40,355907/40,4556
50,5,2,linear_decay,1/20,3478761,320,5,False,True,320,2517528.515625,303377.04249175487,1651550.0,0.120505901168,1573857.1875,3225407.1875,25181715/16,51606515/16,1651550
50,5,3,linear_decay,1/20,3478761,320,5,False,True,320,930352662.9492188,112112986.05282801,610330302.5,0.120505901168,581618923.640625,1191949226.140625,37223611113/64,76284750473/64,1220660605/2
50,5,4,linear_decay,1/20,3478761,320,5,False,True,320,350370812866.6758,42221750547.495026,229850391921.5,0.120505901168,219037686643.0594,448888078564.5594,70092059725779/320,143644185140659/320,459700783843/2
50,5,5,linear_decay,1/20,3478761,320,5,False,True,320,134419762356300.16,16198374597546.469,88182102860683.47,0.120505901168,84033808480609.73,172215911341293.22,537816374275902267/6400,1102181832584276507/6400,3527284114427339/40
50,5,6,linear_decay,1/20,3478761,320,5,False,True,320,5.251780115260647e+16,6328704955261405.0,3.445274758766903e+16,0.120505901168,3.283200897337422e+16,6.7284756561043256e+16,2101248574295950157169/64000,4306224419906768312849/64000,13781099035067613473/400
50,5,7,linear_decay,1/20,3478761,320,5,False,True,320,2.0888955408449225e+19,2.517242395955224e+18,1.3703580352995359e+19,0.120505901168,1.3058931569159596e+19,2.6762511922154955e+19,3343086481704856700055879/256000,6851203052071668385742759/256000,21925728564792573035543/1600
50,5,8,linear_decay,1/20,3478761,320,5,False,True,320,8.455849149340246e+21,1.0189797218826745e+21,5.547209326892521e+21,0.120505901168,5.286255499195805e+21,1.0833464826088326e+22,845800879871328745114137387/160000,1733354372174132101592918027/160000,5547209326892520977992379/1000
50,6,1,linear_decay,1/20,32468436,320,5,False,True,320,7817.7125,921.943897595444,4601.0,0.117930135906,5355.675,9956.675,214227/40,398267/40,4601
50,6,2,linear_decay,1/20,32468436,320,5,False,True,320,3224806.40625,380301.85775812087,1897912.5,0.117930135906,2209215.9375,4107128.4375,35347455/16,65714055/16,3795825/2
50,6,3,linear_decay,1/20,32468436,320,5,False,True,320,1356192334.1484375,159935946.28017774,798167101.875,0.117930135906,929085762.515625,1727252864.390625,59461488801/64,110544183321/64,6385336815/8
50,6,4,linear_decay,1/20,32468436,320,5,False,True,320,581264034416.0203,68548546575.68418,342094419863.625,0.117930135906,398206157814.1969,740300577677.8219,127425970500543/320,236896184856903/320,2736755358909/8
50,6,5,linear_decay,1/20,32468436,320,5,False,True,320,253808940627755.28,29931722862272.5,149375528433451.84,0.117930135906,173876718809569.06,323252247243020.94,1112811000381242019/6400,2068814382355333899/6400,23900084549352297/160
50,6,6,linear_decay,1/20,32468436,320,5,False,True,320,1.1286883589716277e+17,1.331063715685258e+16,6.642729749435604e+16,0.117930135906,7.732297685461536e+16,1.4375027434897141e+17,4948670518695383258493/64000,9200017558334169848853/64000,106283675990969664759/1600
50,6,7,linear_decay,1/20,32468436,320,5,False,True,320,5.1101365452440445e+19,6.026390972765006e+18,3.00749589405697e+19,0.117930135906,3.5007977770927104e+19,6.50829367114968e+19,8962042309357339081130823/256000,16661231798143181596272783/256000,192479737219646062878549/6400
50,6,8,linear_decay,1/20,32468436,320,5,False,True,320,2.3547509200484557e+22,2.7769609602501145e+21,1.3858541079814516e+22,0.117930135906,1.613167615684321e+22,2.9990217236657725e+22,80658380784216051730177407/5000,149951086183288634366455047/5000,1732317634976814565906941/125
50,7,1,linear_decay,1/20,264385836,320,5,False,True,320,8631.884375,1018.861985743574,7015.0,0.118034711945,4178.675,11193.675,167147/40,447747/40,7015
50,7,2,linear_decay,1/20,264385836,320,5,False,True,320,3992246.5234375,471223.6684064029,3244437.5,0.118034711945,1932637.1875,5177074.6875,30922195/16,82833195/16,6488875/2
50,7,3,linear_decay,1/20,264385836,320,5,False,True,320,1882543848.1269531,222205520.8370393,1529914503.125,0.118034711945,911335065.765625,2441249568.890625,58325444209/64,156239972409/64,12239316025/8
50,7,4,linear_decay,1/20,264385836,320,5,False,True,320,904750573409.8137,106791973314.2811,735276910201.875,0.118034711945,437987632606.95935,1173264542808.8345,140156042434227/320,375444653698827/320,5882215281615/8
50,7,5,linear_decay,1/20,264385836,320,5,False,True,320,443011118270115.25,52290689733337.734,360028339080348.1,0.118034711945,214460644305997.66,574488983386345.8,1372548123558385011/6400,3676729493672612811/6400,11520906850571139/32
50,7,6,linear_decay,1/20,264385836,320,5,False,True,320,2.209296446813065e+17,2.607736697001553e+16,1.795461326993696e+17,0.118034711945,1.0695152331540104e+17,2.8649765601477062e+17,6844897492185666049857/64000,18335849984945320088457/64000,57454762463798270193/320
50,7,7,linear_decay,1/20,264385836,320,5,False,True,320,1.1217702708693336e+20,1.3240783079025383e+19,9.11645488781049e+19,0.118034711945,5.4304635963394875e+19,1.4546918484149979e+20,13901986806629087747259567/256000,37240111319423945099656167/256000,116690622563974286761983/1280
50,7,8,linear_decay,1/20,264385836,320,5,False,True,320,5.797308759852716e+22,6.842836695240319e+21,4.711383886020462e+22,0.118034711945,2.806463586588247e+22,7.517847472608709e+22,4490341738541195342364840141/160000,12028555956173934267188941941/160000,37691071088163694624120509/800
50,8,1,linear_decay,1/20,1916797311,320,5,False,True,320,9504.925,1088.212364600871,6095.0,0.114489316286,5991.675,12086.675,239667/40,483467/40,6095
50,8,2,linear_decay,1/20,1916797311,320,5,False,True,320,4871274.0625,557708.8368579465,3123687.5,0.114489316286,3070733.4375,6194420.9375,49131735/16,99110735/16,6247375/2
50,8,3,linear_decay,1/20,1916797311,320,5,False,True,320,2545484261.359375,291430752.7001199,1632282903.125,0.114489316286,1604611757.765625,3236894660.890625,102695152497/64,207161258297/64,13058263225/8
50,8,4,linear_decay,1/20,1916797311,320,5,False,True,320,1355724917600.0032,155216018888.0839,869353874204.375,0.114489316286,854616222185.9719,1723970096390.347,273477191099511/320,551670430844911/320,6954830993635/8
50,8,5,linear_decay,1/20,1916797311,320,5,False,True,320,735684126535641.8,84227972649618.72,471754879837004.1,0.114489316286,463757492969217.6,935512372806221.8,2968047955002992883/6400,5987279185959819083/6400,15096156154784131/32
50,8,6,linear_decay,1/20,1916797311,320,5,False,True,320,4.0661261673624915e+17,4.6552800483444264e+16,2.6073892208591216e+17,0.114489316286,2.563187663640866e+17,5.170576884499987e+17,16404401047301541664341/64000,33091692060799920071741/64000,83436455067491892037/320
50,8,7,linear_decay,1/20,1916797311,320,5,False,True,320,2.2882125006832422e+20,2.619758847205826e+19,1.4673082840384707e+20,0.114489316286,1.4424338577138973e+20,2.909742141752368e+20,36926306757475770286431591/256000,74489398828860620081488991/256000,187815460356924248975287/1280
50,8,8,linear_decay,1/20,1916797311,320,5,False,True,320,1.3106881203913611e+23,1.5005978676794971e+22,8.40474185097236e+22,0.114489316286,8.262261136985203e+22,1.6667002987957565e+23,6609808909588162881271254789/80000,13333602390366050994586529389/80000,33618967403889440566576373/400
50,9,1,linear_decay,1/20,12565671261,320,5,False,True,320,10201.815625,1271.626525720098,7125.0,0.124647079742,6176.675,13301.675,247067/40,532067/40,7125
50,9,2,linear_decay,1/20,12565671261,320,5,False,True,320,5738521.2890625,715289.9207175554,4007812.5,0.124647079742,3474379.6875,7482192.1875,55590075/16,119715075/16,8015625/2
50,9,3,linear_decay,1/20,12565671261,320,5,False,True,320,3291328885.341797,410254534.0275539,2298680859.375,0.124647079742,1992730469.765625,4291411329.140625,127534750065/64,274650325065/64,18389446875/8
50,9,4,linear_decay,1/20,12565671261,320,5,False,True,320,1924110866370.8145,239834800592.50803,1343808830390.625,0.124647079742,1164950232624.9844,2508759063015.6094,74556814887999/64,160560580032999/64,10750470643125/8
50,9,5,linear_decay,1/20,12565671261,320,5,False,True,320,1146096637553775.8,142857598972927.4,800439729822175.8,0.124647079742,693902606063072.0,1494342335885247.8,888195335760732087/1280,1912758189933117087/1280,25614071354309625/32
50,9,6,linear_decay,1/20,12565671261,320,5,False,True,320,6.953368300038757e+17,8.667170529687506e+16,4.8562678408311405e+17,0.124647079742,4.209907110984657e+17,9.066174951815798e+17,5388681102060361571829/12800,11604703938324221366829/12800,31080114181319298975/64
50,9,7,linear_decay,1/20,12565671261,320,5,False,True,320,4.295443267348942e+20,5.354144594714457e+19,2.999959458673437e+20,0.124647079742,2.600670117810772e+20,5.600629576484209e+20,13315431003191153443989459/51200,28675223431599150997434459/51200,76798962142039987767225/256
50,9,8,linear_decay,1/20,12565671261,320,5,False,True,320,2.7009747265090146e+23,3.3666861211564504e+22,1.8863745076138573e+23,0.124647079742,1.6353013700794134e+23,3.521675877693271e+23,5232964384254123303487857387/32000,11269362808618466341991742387/32000,6036398424364343038503885/32
50,10,1,linear_decay,1/20,75394027566,320,5,False,True,320,11167.315625,1258.777286109297,7370.0,0.112719773344,6843.675,14213.675,273747/40,568547/40,7370
50,10,2,linear_decay,1/20,75394027566,320,5,False,True,320,6839980.8203125,771001.0877419444,4514125.0,0.112719773344,4191750.9375,8705875.9375,67068015/16,139294015/16,4514125
50,10,3,linear_decay,1/20,75394027566,320,5,False,True,320,4271910021.326172,481528729.3492313,2819296768.75,0.112719773344,2617958048.015625,5437254816.765625,167549315073/64,347984308273/64,11277187075/4
50,10,4,linear_decay,1/20,75394027566,320,5,False,True,320,2719497919576.241,306541189103.7207,1794764322986.25,0.112719773344,1666592093366.7468,3461356416352.997,533309469877359/320,1107634053232959/320,7179057291945/4
50,10,5,linear_decay,1/20,75394027566,320,5,False,True,320,1764002325533128.8,198837942312128.4,1164173878105031.0,0.112719773344,1081034961362340.4,2245208839467371.5,6918623752718978307/6400,14369336572591177107/6400,18626782049680497/16
50,10,6,linear_decay,1/20,75394027566,320,5,False,True,320,1.165476336479738e+18,1.3137222848562323e+17,7.69169681263994e+17,0.112719773344,7.142397989720983e+17,1.4834094802360924e+18,45711347134214289674349/64000,94938206735109907145949/64000,123067149002239043679/160
50,10,7,linear_decay,1/20,75394027566,320,5,False,True,320,7.840742053667439e+20,8.838066671370304e+19,5.1745890307035195e+20,0.112719773344,4.805048247584791e+20,9.97963727828831e+20,123009235138170653513673159/256000,255478714324180760129748759/256000,331173697965025266540189/640
50,10,8,linear_decay,1/20,75394027566,320,5,False,True,320,5.3693401583514617e+23,6.052308056554384e+22,3.54355856822577e+23,0.112719773344,3.290497039946065e+23,6.834055608171836e+23,13161988159784259925963028013/40000,27336222432687341333883117213/40000,35435585682257703519800223/100
3,0,1,exponential_decay,1/20,1,1,0,True,True,1,33.490476190476,0.0,0.0,0.0,33.490476190476,33.490476190476,7033/210,7033/210,0
3,0,2,exponential_decay,1/20,1,1,0,True,True,1,464.105095562034,0.0,0.0,0.0,464.105095562034,464.105095562034,143269243/308700,143269243/308700,0
3,0,3,exponential_decay,1/20,1,1,0,True,True,1,7188.662690857337,0.0,0.0,0.0,7188.662690857337,7188.662690857337,25689321423844/3573588375,25689321423844/3573588375,0
3,0,4,exponential_decay,1/20,1,1,0,True,True,1,124169.5927547381,0.0,0.0,0.0,124169.5927547381,124169.5927547381,86297251177530026582/694995040758375,86297251177530026582/694995040758375,0
3,0,5,exponential_decay,1/20,1,1,0,True,True,1,2383768.8527486734,0.0,0.0,0.0,2383768.8527486734,2383768.8527486734,11276934806601552615545635942/4730716568260533493125,11276934806601552615545635942/4730716568260533493125,0
3,0,6,exponential_decay,1/20,1,1,0,True,True,1,50662202.35291848,0.0,0.0,0.0,50662202.35291848,50662202.35291848,14682456636408993058253854236538296521/289810864007241196497079584375,14682456636408993058253854236538296521/289810864007241196497079584375,0
3,0,7,exponential_decay,1/20,1,1,0,True,True,1,1186969740.1936674,0.0,0.0,0.0,1186969740.1936674,1186969740.1936674,3097842806304140607697909172383815146913788259814/2609875131103757300170096896914275734375,3097842806304140607697909172383815146913788259814/2609875131103757300170096896914275734375,0
3,0,8,exponential_decay,1/20,1,1,0,True,True,1,30525172002.739304,0.0,0.0,0.0,30525172002.739304,30525172002.739304,1674016374121637848675744590520446339725377401025110730952537/54840522240838249479450353505406203319133676796875,1674016374121637848675744590520446339725377401025110730952537/54840522240838249479450353505406203319133676796875,0
3,1,1,exponential_decay,1/20,4,4,0,True,True,4,35.490476190476,1.414213562373,3.0,0.039847691949,33.490476190476,36.490476190476,7033/210,7663/210,3
3,1,2,exponential_decay,1/20,4,4,0,True,True,4,598.292170391966,23.840562101475,50.573469387755,0.039847691949,564.576524133463,615.149993521218,174284773/308700,189896803/308700,24781/490
3,1,3,exponential_decay,1/20,4,4,0,True,True,4,11660.295124815264,464.635848171903,985.641477074147,0.039847691949,11003.200806765832,11988.842283839978,39320910490849/3573588375,42843187415239/3573588375,11181831506/11344725
3,1,4,exponential_decay,1/20,4,4,0,True,True,4,259709.46474697322,10348.822747562543,21953.16822629721,0.039847691949,245074.01926277505,267027.18748907227,340650456012702266509/1389990081516750,371165142105124053499/1389990081516750,48436009670510773/2206333462725
3,1,5,exponential_decay,1/20,4,4,0,True,True,4,6544077.544540017,260766.386087353,553169.0397236295,0.039847691949,6175298.184724264,6728467.224447894,58427170872848544179370499919/9461433136521066986250,63660942755387230775844752009/9461433136521066986250,8307574416728073962657543/15018147835747725375
3,1,6,exponential_decay,1/20,4,4,0,True,True,4,184889721.0864218,7367428.65044912,15628676.275921874,0.039847691949,174470603.56914052,190099279.8450624,202253905456949905135090307525807557859/1159243456028964785988318337500,220371346156207468086193235684667043349/1159243456028964785988318337500,28757842379773909446195124061681723/1840068977823753628552886250
3,1,7,exponential_decay,1/20,4,4,0,True,True,4,5810917295.9534855,231551642.35218304,491195209.50633246,0.039847691949,5483453822.949264,5974649032.455596,28622259530142218052717134712362744840340415127933/5219750262207514600340193793828551468750,31186175853757971980374150903005220206388255527563/5219750262207514600340193793828551468750,4069708450183736393106374905781706930234667301/8285317876519864444984434593378653125
3,1,8,exponential_decay,1/20,4,4,0,True,True,4,201736985183.1153,8038753240.363159,17052770785.638351,0.039847691949,190368471326.02304,207421242111.6614,41759625542836582601722799860151989884699720657930545520539033/219362088963352997917801414021624813276534707187500,45500356964987449520404068722926873096325033328838585287059663/219362088963352997917801414021624813276534707187500,5937668924048995109017887083769655891468750271282602804001/348193792005322218917145101621626687740531281250
3,2,1,exponential_decay,1/20,10,10,0,True,True,10,37.490476190476,2.0,6.0,0.053346881748,33.490476190476,39.490476190476,7033/210,8293/210,6
3,2,2,exponential_decay,1/20,10,10,0,True,True,10,744.479245221898,39.715646258503,119.14693877551,0.053346881748,665.047952704891,784.194891480402,205300303/308700,242080963/308700,29191/245
3,2,3,exponential_decay,1/20,10,10,0,True,True,10,17487.295747953624,932.892698353935,2798.678095061802,0.053346881748,15621.510351245755,18420.18844630756,55824847791154/3573588375,65826171297034/3573588375,31750233352/11344725
3,2,4,exponential_decay,1/20,10,10,0,True,True,10,476930.58415976365,25442.75947505407,76328.27842516222,0.053346881748,426045.0652096555,502373.3436348177,296099207460289048127/694995040758375,349146982435401262067/694995040758375,168405634841626076/2206333462725
3,2,5,exponential_decay,1/20,10,10,0,True,True,10,14879130.609547256,793755.2211367773,2381265.6634103316,0.053346881748,13291620.1672737,15672885.830684032,62878887744347538997918450627/4730716568260533493125,74143980671672705944794214567/4730716568260533493125,35762199769286244275796076/15018147835747725375
3,2,6,exponential_decay,1/20,10,10,0,True,True,10,524533759.96454865,27982240.465529103,83946721.39658724,0.053346881748,468569279.0334905,552516000.4300778,271592935207891941476478027649692599317/579621728014482392994159168750,320250278924932158490606040565747295057/579621728014482392994159168750,77233878915936852403377798279451898/920034488911876814276443125
3,2,7,exponential_decay,1/20,10,10,0,True,True,10,20681893402.522923,1103314521.6638675,3309943564.991602,0.053346881748,18475264359.195187,21785207924.18679,48218132991631115423464278957379836770868447065119/2609875131103757300170096896914275734375,56856672387259610437478922990694011992152997513299/2609875131103757300170096896914275734375,27423934589296809568300457248616429273919207772/8285317876519864444984434593378653125
3,2,8,exponential_decay,1/20,10,10,0,True,True,10,904148089551.0707,48233481215.73092,144700443647.1928,0.053346881748,807681127119.6088,952381570766.8015,88587309630616418745093543259204562139549438796397544495832009/109681044481676498958900707010812406638267353593750,104458205426802496893652886996812659437407009233403218612815989/109681044481676498958900707010812406638267353593750,25191898089184251029459275773981106821996143550802657328546/174096896002661109458572550810813343870265640625
3,3,1,exponential_decay,1/20,20,20,0,True,True,20,39.490476190476,2.575185225837,9.0,0.065210285473,33.490476190476,42.490476190476,7033/210,8923/210,9
3,3,2,exponential_decay,1/20,20,20,0,True,True,20,902.66632005183,58.863128417241,205.720408163265,0.065210285473,765.51938127632,971.239789439585,236315833/308700,299821723/308700,100803/490
3,3,3,exponential_decay,1/20,20,20,0,True,True,20,24813.664560272417,1618.106149601095,5655.109853962965,0.065210285473,21043.591324297107,26698.701178260075,75201133324759/3573588375,95410168158229/3573588375,21385222046/3781575
