value
8364.0
6698.0
8228.0
7616.0
6698.0
8228.0
8364.0
8364.0
8228.0
8228.0
7038.0
8058.0
8568.0
7616.0
6698.0
7616.0
6698.0
7038.0
8534.0
8534.0
7344.0
7038.0
8534.0
8568.0
6698.0
8466.0
8228.0
8364.0
7616.0
8534.0
8228.0
8058.0
8058.0
7344.0
8364.0
8228.0
7038.0
7038.0
8568.0
8058.0
6324.0
7616.0
6324.0
7854.0
7344.0
6698.0
6324.0
8058.0
8466.0
8228.0
8058.0
6698.0
7616.0
7344.0
7854.0
8534.0
8568.0
8466.0
8568.0
8568.0
7616.0
7616.0
6324.0
8364.0
8466.0
6698.0
7344.0
7854.0
7616.0
7344.0
7616.0
8568.0
8364.0
6324.0
8364.0
7038.0
6324.0
8568.0
7038.0
8364.0
8228.0
8568.0
6324.0
8534.0
6698.0
8228.0
6324.0
8568.0
7344.0
8466.0
6698.0
8364.0
6698.0
6324.0
7038.0
7344.0
8228.0
8228.0
8466.0
8568.0
8534.0
8228.0
7616.0
8568.0
7616.0
8364.0
6324.0
8568.0
8568.0
8568.0
6698.0
8568.0
8534.0
7344.0
7344.0
6698.0
8058.0
8364.0
8534.0
8568.0
8058.0
7038.0
8466.0
7038.0
8058.0
7854.0
8534.0
7854.0
8364.0
7854.0
7038.0
8568.0
8466.0
7616.0
8466.0
7344.0
8568.0
7344.0
7616.0
8568.0
8228.0
7038.0
6698.0
8568.0
8058.0
7854.0
7344.0
7854.0
8534.0
6324.0
7344.0
8364.0
8466.0
8058.0
7854.0
8534.0
8058.0
6324.0
8568.0
6324.0
7344.0
8058.0
8568.0
8058.0
8568.0
8466.0
6698.0
6698.0
8568.0
8058.0
7038.0
8466.0
6698.0
8058.0
6698.0
7038.0
6698.0
7038.0
7616.0
8228.0
7616.0
8466.0
8228.0
6324.0
6698.0
8228.0
8534.0
8568.0
7616.0
7038.0
8466.0
8364.0
8228.0
6698.0
8228.0
8228.0
7854.0
7038.0
7616.0
8058.0
8534.0
7616.0
7854.0
8364.0
7854.0
8568.0
7038.0
8534.0
8568.0
8534.0
7344.0
7616.0
7344.0
8466.0
8466.0
8534.0
6698.0
8534.0
8466.0
8568.0
7616.0
8568.0
6698.0
8568.0
8568.0
8228.0
7344.0
8058.0
6324.0
7616.0
7616.0
8466.0
7038.0
6698.0
7038.0
7616.0
8364.0
8228.0
6324.0
7038.0
8534.0
8466.0
8466.0
8466.0
6324.0
8058.0
7616.0
8534.0
6324.0
6698.0
7038.0
7854.0
8058.0
8058.0
7344.0
7344.0
8364.0
8568.0
7038.0
6698.0
8568.0
8568.0
8568.0
8228.0
8058.0
6324.0
6698.0
8568.0
8058.0
8228.0
8058.0
6324.0
7616.0
7616.0
8364.0
6698.0
8364.0
7038.0
6698.0
7616.0
8228.0
7854.0
8364.0
8364.0
7344.0
8534.0
7616.0
6324.0
7344.0
6324.0
8568.0
6324.0
8228.0
8568.0
8568.0
8228.0
7854.0
6698.0
8058.0
8058.0
6698.0
8568.0
8534.0
6324.0
8568.0
8228.0
8058.0
8568.0
8058.0
6324.0
7854.0
6698.0
8364.0
8466.0
8466.0
8568.0
7344.0
7038.0
8058.0
8364.0
8534.0
7616.0
8058.0
8228.0
6324.0
8228.0
7616.0
