total_corpus_classes,flagged_classes_or_findings,reviewed_flagged_findings,likely_flagged_matches,likely_flagged_false_positives,unflagged_classes,sampled_unflagged_classes,likely_missed_matches,likely_nonmatches,uncertain_cases,estimated_false_negatives_from_likely_missed,estimated_recall_from_likely_missed,estimated_recall_float,rule_of_three_upper_miss_rate,rule_of_three_upper_false_negatives,rule_of_three_lower_recall,rule_of_three_lower_recall_float,seed,claim_type
4437,278,278,203,75,4159,100,0,0,100,not_computed_missing_reviewed_source,not_computed_missing_reviewed_source,,not_computed_missing_reviewed_source,not_computed_missing_reviewed_source,not_computed_missing_reviewed_source,,20260706,missing-data audit fallback
