value
4599.8
5079.4
4512.6
4163.8
5166.6
6038.6
5864.2
5253.8
5471.8
5341.0
5035.8
5864.2
5646.2
4817.8
4120.2
5297.4
4643.4
4774.2
5602.6
4730.6
4512.6
4120.2
4381.8
4905.0
4687.0
5689.8
5777.0
5602.6
6125.8
5166.6
5384.6
4687.0
6082.2
5210.2
5515.4
4687.0
5471.8
5210.2
5995.0
4512.6
5210.2
5689.8
5689.8
5559.0
5210.2
4294.6
5297.4
5341.0
4163.8
5864.2
5820.6
4817.8
4556.2
4774.2
5079.4
4556.2
5384.6
5689.8
4817.8
5079.4
4033.0
5079.4
4992.2
5079.4
5341.0
5428.2
5210.2
5384.6
5297.4
4774.2
5123.0
5341.0
4817.8
5210.2
5951.4
5602.6
4905.0
4033.0
6125.8
4774.2
5864.2
4817.8
4381.8
5123.0
4992.2
5820.6
5602.6
4687.0
4338.2
5471.8
4687.0
5297.4
5079.4
5166.6
5820.6
5166.6
5733.4
6082.2
5471.8
5864.2
4817.8
5689.8
5079.4
5341.0
4381.8
4033.0
5428.2
5646.2
5384.6
5777.0
4774.2
4512.6
5951.4
5820.6
5689.8
4381.8
5035.8
4730.6
5864.2
5907.8
5428.2
5995.0
5428.2
5297.4
5166.6
5079.4
4033.0
6082.2
5820.6
5864.2
5166.6
4120.2
5689.8
4948.6
4294.6
4817.8
4687.0
5864.2
5079.4
4163.8
5820.6
5471.8
5341.0
5384.6
5559.0
5166.6
5733.4
5820.6
5951.4
5297.4
5428.2
6125.8
4905.0
4861.4
5559.0
5253.8
5733.4
5471.8
4381.8
6038.6
6125.8
5079.4
5471.8
5341.0
4251.0
5079.4
5864.2
5646.2
5951.4
5123.0
6038.6
3945.8
4992.2
6038.6
4861.4
4251.0
5428.2
5820.6
5035.8
5559.0
4730.6
6082.2
4338.2
6125.8
5428.2
5646.2
5733.4
5733.4
5035.8
5559.0
4033.0
5602.6
5079.4
4774.2
5079.4
4599.8
5341.0
5907.8
6125.8
5777.0
5777.0
5035.8
5428.2
5428.2
5733.4
5559.0
6125.8
5995.0
4948.6
5253.8
5210.2
3727.8
4687.0
5777.0
5995.0
5820.6
4512.6
5602.6
5995.0
4512.6
4599.8
4120.2
5253.8
5079.4
3945.8
6038.6
5995.0
5166.6
5384.6
5995.0
5471.8
5384.6
5035.8
4774.2
5297.4
5864.2
4774.2
5210.2
5428.2
6082.2
5035.8
5079.4
5166.6
4163.8
5384.6
5428.2
5820.6
5341.0
5471.8
5471.8
5689.8
5995.0
5341.0
5166.6
5210.2
4381.8
5689.8
5166.6
5341.0
6038.6
5471.8
5079.4
5428.2
4033.0
4251.0
4469.0
5733.4
4861.4
5210.2
5428.2
5733.4
5166.6
4294.6
5733.4
4687.0
5341.0
4381.8
5995.0
5079.4
5864.2
5864.2
5471.8
4556.2
5166.6
5689.8
5341.0
4338.2
5733.4
5646.2
4905.0
5995.0
4905.0
4948.6
5471.8
5341.0
5253.8
5210.2
6125.8
5079.4
5341.0
5602.6
6125.8
4381.8
4163.8
5428.2
5820.6
5297.4
6038.6
5733.4
5079.4
5297.4
4338.2
5777.0
6038.6
5515.4
4381.8
5471.8
5471.8
5341.0
4861.4
4774.2
5297.4
4120.2
5559.0
5428.2
5995.0
5777.0
5689.8
5166.6
5864.2
5253.8
4948.6
5210.2
5646.2
5210.2
4861.4
5166.6
4163.8
4687.0
4861.4
5428.2
5341.0
5035.8
5123.0
5820.6
4556.2
3902.2
5297.4
4905.0
6038.6
5210.2
5035.8
5864.2
4948.6
6082.2
6125.8
5689.8
4294.6
3727.8
4774.2
5733.4
5820.6
4817.8
6125.8
5559.0
4033.0
5428.2
3727.8
5820.6
4817.8
5995.0
4251.0
5384.6
4948.6
5951.4
5079.4
4163.8
5646.2
4817.8
5428.2
5341.0
5471.8
5951.4
5428.2
5297.4
5777.0
4163.8
5777.0
5210.2
4774.2
5471.8
4512.6
5689.8
3945.8
4817.8
5820.6
5210.2
5820.6
5689.8
6038.6
6125.8
5689.8
4643.4
4817.8
5864.2
5689.8
5820.6
5079.4
5297.4
5341.0
5777.0
5428.2
5035.8
6125.8
4992.2
5733.4
4251.0
4599.8
4599.8
5733.4
5341.0
5559.0
5864.2
5602.6
5820.6
5210.2
4905.0
5995.0
4730.6
4817.8
5733.4
5864.2
3945.8
4774.2
4774.2
5471.8
5559.0
4469.0
4599.8
5166.6
4730.6
5384.6
4774.2
5428.2
5820.6
5428.2
5820.6
5210.2
4730.6
5428.2
5123.0
4817.8
5733.4
4817.8
5820.6
5166.6
4730.6
5820.6
5428.2
5951.4
5733.4
5428.2
4774.2
5123.0
4992.2
5995.0
5559.0
4599.8
5864.2
5297.4
4425.4
6082.2
4948.6
5777.0
3727.8
5602.6
4556.2
5864.2
5428.2
5951.4
5210.2
5123.0
5733.4
5559.0
5428.2
5515.4
5820.6
5733.4
5559.0
4556.2
5384.6
3727.8
4774.2
5689.8
5864.2
4512.6
5079.4
5646.2
4643.4
4251.0
5079.4
5079.4
5602.6
5559.0
5951.4
5995.0
4992.2
5341.0
5384.6
5166.6
5210.2
5341.0
5428.2
5777.0
4730.6
5733.4
5035.8
5471.8
5471.8
5471.8
5471.8
5602.6
5210.2
5210.2
5210.2
5341.0
5341.0
6038.6
4948.6
5559.0
5384.6
5166.6
5733.4
5864.2
5297.4
5820.6
5602.6
5253.8
5428.2
5384.6
6082.2
5035.8
5079.4
5341.0
5341.0
5471.8
5384.6
5995.0
4774.2
4861.4
5733.4
6125.8
5471.8
4905.0
5384.6
5602.6
5297.4
4774.2
5079.4
4338.2
5689.8
5515.4
5864.2
5995.0
5341.0
5864.2
5166.6
5428.2
5471.8
4774.2
5471.8
4817.8
4905.0
4730.6
5602.6
5907.8
4861.4
5210.2
3945.8
5995.0
5777.0
5035.8
6082.2
5646.2
5166.6
4905.0
5733.4
5777.0
5733.4
5210.2
5864.2
4992.2
5384.6
6082.2
5559.0
5995.0
5297.4
6038.6
4905.0
5733.4
3902.2
5689.8
5210.2
5864.2
5602.6
4992.2
4643.4
5079.4
5602.6
5123.0
4992.2
6082.2
5471.8
5166.6
5428.2
5471.8
5253.8
5907.8
4163.8
5995.0
5428.2
5907.8
5995.0
4512.6
4992.2
5428.2
5253.8
5166.6
5864.2
5035.8
6125.8
5820.6
5253.8
5951.4
5471.8
4599.8
5210.2
5123.0
5428.2
5864.2
4338.2
4774.2
5689.8
4948.6
5428.2
4643.4
5123.0
5602.6
4948.6
5559.0
4905.0
5253.8
5951.4
4992.2
4861.4
4774.2
5602.6
4381.8
4163.8
5253.8
5864.2
4817.8
3945.8
4948.6
5341.0
6125.8
5035.8
5210.2
5210.2
4948.6
5384.6
4774.2
4556.2
5820.6
4556.2
5559.0
5079.4
6125.8
5820.6
5864.2
5297.4
5777.0
5689.8
5166.6
5166.6
5471.8
5210.2
5995.0
5166.6
5559.0
5341.0
5995.0
5210.2
5210.2
5689.8
4992.2
5428.2
5123.0
5428.2
4163.8
5384.6
4992.2
4730.6
5253.8
4948.6
5820.6
6038.6
5166.6
5428.2
5035.8
5123.0
5995.0
5341.0
5864.2
5297.4
5864.2
5995.0
5253.8
5515.4
4294.6
4294.6
5035.8
4163.8
4469.0
5035.8
4992.2
6082.2
4687.0
5471.8
5123.0
4730.6
5297.4
4905.0
5777.0
5123.0
5297.4
4730.6
5384.6
5559.0
4992.2
5166.6
4556.2
5166.6
5123.0
4381.8
5428.2
4120.2
5471.8
5428.2
5123.0
4817.8
4774.2
5428.2
5471.8
5602.6
5297.4
4817.8
5166.6
4905.0
5820.6
5428.2
6038.6
4687.0
5428.2
5210.2
5297.4
4556.2
4992.2
4556.2
4861.4
5297.4
5471.8
5428.2
4730.6
4163.8
5471.8
5253.8
5428.2
5471.8
4948.6
5995.0
5079.4
4338.2
5079.4
5384.6
4599.8
5253.8
5210.2
4905.0
5602.6
5297.4
5341.0
5864.2
4687.0
5297.4
5602.6
5210.2
4817.8
4033.0
4948.6
5907.8
5123.0
4774.2
5384.6
5079.4
4643.4
4556.2
5166.6
5602.6
5035.8
4817.8
5733.4
5297.4
4774.2
4948.6
5079.4
4817.8
5297.4
5384.6
5428.2
5646.2
4556.2
5166.6
4556.2
5995.0
5864.2
5210.2
4817.8
5777.0
5166.6
5820.6
5166.6
4556.2
5733.4
6082.2
5471.8
4992.2
5297.4
4469.0
4905.0
5689.8
6038.6
5341.0
4730.6
5602.6
6038.6
5471.8
5864.2
5035.8
5646.2
5341.0
4556.2
4556.2
3945.8
5166.6
5646.2
5559.0
5341.0
5123.0
5559.0
4730.6
5820.6
5079.4
5559.0
5602.6
5079.4
5297.4
4425.4
5341.0
5907.8
5297.4
5210.2
5733.4
5559.0
5864.2
5602.6
5602.6
5035.8
5253.8
4687.0
5559.0
4730.6
5384.6
4556.2
5166.6
5820.6
5210.2
5341.0
4817.8
5166.6
5864.2
5777.0
6038.6
5471.8
5297.4
5210.2
5559.0
5341.0
3727.8
5123.0
5689.8
5428.2
5689.8
6125.8
5210.2
5341.0
5297.4
4381.8
4120.2
6082.2
4163.8
4817.8
5253.8
4512.6
5951.4
4338.2
5733.4
5123.0
5689.8
5602.6
4774.2
4730.6
4992.2
5515.4
5166.6
5210.2
5951.4
4163.8
5341.0
5907.8
5384.6
5602.6
5646.2
4905.0
5123.0
3727.8
4163.8
5123.0
5123.0
5253.8
4425.4
5166.6
4905.0
5079.4
4163.8
5035.8
4774.2
4948.6
4687.0
5995.0
5253.8
5864.2
5820.6
5602.6
5951.4
5820.6
5341.0
3509.8
5428.2
5820.6
5602.6
5820.6
5515.4
5384.6
5864.2
5864.2
4556.2
5864.2
4294.6
5689.8
4251.0
4817.8
5123.0
5820.6
5384.6
5079.4
5297.4
4599.8
5471.8
5733.4
5079.4
5864.2
5428.2
6125.8
5297.4
5166.6
4730.6
5733.4
5166.6
5341.0
5428.2
3945.8
6082.2
4730.6
5123.0
4817.8
5471.8
5602.6
5864.2
6125.8
4381.8
5689.8
4599.8
6038.6
5646.2
5559.0
5428.2
5210.2
5602.6
4730.6
5820.6
4817.8
5820.6
5559.0
5602.6
4905.0
5602.6
4817.8
5297.4
6125.8
5166.6
5471.8
5646.2
5079.4
3902.2
5341.0
4992.2
4992.2
5733.4
5864.2
5602.6
5820.6
5297.4
4425.4
5907.8
5777.0
5079.4
5777.0
6125.8
4163.8
5428.2
5471.8
6038.6
4861.4
4905.0
4948.6
5951.4
6038.6
5035.8
5384.6
5384.6
5689.8
3945.8
5384.6
5864.2
4512.6
5471.8
4687.0
5166.6
5820.6
5471.8
5384.6
5733.4
5733.4
4817.8
5471.8
5689.8
4556.2
4338.2
5515.4
5035.8
4861.4
5079.4
5733.4
5428.2
5646.2
5428.2
5777.0
4381.8
5864.2
5428.2
3509.8
4905.0
5166.6
5384.6
5341.0
5341.0
4992.2
5995.0
5428.2
5471.8
4381.8
5210.2
5253.8
5733.4
5602.6
5864.2
5166.6
5471.8
4774.2
5995.0
5602.6
5471.8
4294.6
5733.4
4861.4
6082.2
4556.2
4469.0
5341.0
4948.6
5820.6
5733.4
5559.0
5471.8
4817.8
4425.4
4817.8
5864.2
3727.8
5515.4
5777.0
4817.8
5341.0
5035.8
5602.6
5035.8
5384.6
4381.8
5471.8
5733.4
5689.8
5384.6
4512.6
5428.2
5733.4
3727.8
4774.2
4556.2
5864.2
5210.2
4338.2
4643.4
5471.8
5253.8
5428.2
6082.2
4120.2
4905.0
4774.2
4425.4
5689.8
5820.6
4556.2
5733.4
5341.0
5689.8
5035.8
4163.8
5428.2
5253.8
5166.6
4643.4
4556.2
4905.0
5559.0
4730.6
5297.4
6125.8
6125.8
5689.8
4556.2
4817.8
5907.8
5428.2
4992.2
5297.4
5646.2
